,netflix_id,amazon_id,disney_id,en_title,title,orig_lang,release_year,duration,score,genre,overview,rating_score
11494,s7211,-,-,Kingpin,Kingpin,English,1996,114,65.0,['Comedy'],"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",Good
11509,s7214,-,-,Kiss the Girls,Kiss the Girls,English,1997,116,65.0,"['Thriller', 'Crime', 'Mystery', 'Drama']","Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",Good
11518,s3274,-,-,Klaus,Klaus,English,2019,98,83.0,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']","When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",Good
11523,-,s9591,-,Knight and Day,Knight and Day,English,2010,110,62.0,"['Action', 'Comedy']","A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",Average
11528,-,s5656,-,Knives Out,Knives Out,English,2019,130,79.0,"['Comedy', 'Crime', 'Mystery']","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",Good
11531,s7219,-,-,Knock Knock,Knock Knock,English,2015,99,53.0,"['Drama', 'Thriller', 'Horror']","When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",Bad
11532,-,s1929,-,Knock Off,Knock Off,English,1998,91,52.0,"['Action', 'Adventure', 'Thriller']","Marcus Ray, a sales representative for ""V SIX"" jeans, and his partner, Tommy Hendricks, are about to be busted for selling ""knock off"" jeans. Their American contact, Karan Leigh, who by the way is not only their employer but a CIA agent sent to find the mole in their operation, is threatening them with a jail term if they do not prove their innocence.",Bad
11540,s7221,-,-,Knowing,Knowing,English,2009,121,62.0,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,Average
11581,-,-,s996,Kronk's New Groove,Kronk's New Groove,English,2005,78,64.0,"['Animation', 'Comedy', 'Family']","Kronk, now chef and Head Delivery Boy of Mudka's Meat Hut, is fretting over the upcoming visit of his father. Kronk's father always disapproved of young Kronk's culinary interests and wished that Kronk instead would settle down with a wife and a large house on a hill.",Average
11600,s574,-,-,Kung Fu Panda,Kung Fu Panda,English,2008,94,72.0,"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",Good
11601,s575,-,-,Kung Fu Panda 2,Kung Fu Panda 2,English,2011,93,69.0,"['Animation', 'Family']","Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",Good
11673,-,s5933,-,LOL,LOL,English,2012,97,61.0,"['Drama', 'Comedy', 'Romance']","In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",Average
11679,s7253,s7022,-,La Bamba,La Bamba,English,1987,109,72.0,"['Drama', 'Music']","Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",Good
11709,s156,-,-,Labyrinth,Labyrinth,English,1986,101,73.0,"['Adventure', 'Family', 'Fantasy']","When teen Sarah is forced to babysit Toby, her baby stepbrother, she summons Jareth the Goblin King to take him away. When he is actually kidnapped, Sarah is given just thirteen hours to solve a labyrinth and rescue him.",Good
11717,s7262,-,-,Lady Bloodfight,Lady Bloodfight,English,2016,101,67.0,"['Action', 'Thriller']","Jane is a beautiful but troubled American girl backpacking through Japan, when her raw street fighting skills draw the attention of Oshima, Japanese karate champion, who recruits and trains her to fight in the vicious, all-female, underground martial arts tournament known as ""The Kumite"". After months of rigorous preparation, Jane is ready to face off against the deadliest female fighters in the world, including Ling, the Chinese apprentice of Oshima's nemesis. But other nefarious forces lie in the shadows, and Jane and Ling will have to unite on a journey that will take them from the gritty underworld of Hong Kong to the glitz of Macao, before deciding who really is the best female fighter on the planet.",Good
11729,-,-,s1434,Lady and the Tramp II: Scamp's Adventure,Lady and the Tramp II Scamp's Adventure,English,2001,73,64.0,"['Family', 'Animation', 'Romance', 'Adventure']","Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs."" Buster, the pack's leader, takes an instant disliking to the ""house-dog"" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?",Average
11748,-,s8028,-,Lake Placid 3,Lake Placid 3,English,2010,92,52.0,"['Horror', 'Action', 'Science Fiction', 'Thriller']","A game warden moves his family to Lake Placid, once the site of deadly crocodile attacks. Locals assure him the crocs are gone, but his mischievous young son finds a few baby crocs and begins feeding them. They quickly grow into very big adults and start attacking the game warden's family and nearby town.",Bad
11750,-,s7947,-,Lake Placid: The Final Chapter,Lake Placid The Final Chapter,English,2012,90,51.0,"['Horror', 'Science Fiction']","Black Lake is now a crocodile sanctuary, surrounded by an electric fence. When the fence is left open, a high-school bus unknowingly enters the park. It's up to Reba and the Sheriff to save the kids from becoming crocodile food.",Bad
11771,-,s9545,-,Lansky,Lansky,English,2021,119,62.0,"['Crime', 'Drama', 'Thriller']","When the aging Meyer Lansky is investigated one last time by the Feds who suspect he has stashed away millions of dollars over half a century, the retired gangster spins a dizzying tale, revealing the untold truth about his life as the notorious boss of Murder Inc. and the National Crime Syndicate.",Average
11784,-,s9166,-,Last Action Hero,Last Action Hero,English,1993,131,64.0,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",Average
11797,s7271,-,-,Last Knights,Last Knights,English,2015,115,65.0,"['Action', 'Adventure']","When an evil emperor executes their leader, his band of knights – bound by duty and honour – embarks on a journey of vengeance that will not come to an end until they've destroyed their mortal foe.",Good
11810,-,s6954,-,Last Shift,Last Shift,English,2015,88,62.0,"['Horror', 'Mystery']","Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",Average
11828,s1155,-,-,Lawless,Lawless,English,2012,116,70.0,"['Crime', 'Drama', 'Western']","In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",Good
11847,s7275,-,-,Leap Year,Leap Year,English,2010,100,69.0,"['Romance', 'Comedy']","When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",Good
11874,-,s5183,-,Leave No Trace,Leave No Trace,English,2018,109,68.0,['Drama'],"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",Good
11884,s7282,-,-,Left Behind,Left Behind,English,2014,110,42.0,"['Thriller', 'Action', 'Science Fiction']",A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,Bad
11889,s1122,-,-,Legally Blonde,Legally Blonde,English,2001,96,67.0,"['Comedy', 'Romance']","Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",Good
11892,s3019,-,-,Legend,Legend,English,2015,132,70.0,"['Crime', 'Thriller']","Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",Good
11896,s7283,-,-,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians The Owls of Ga'Hoole,English,2010,97,68.0,"['Animation', 'Adventure', 'Family', 'Fantasy']","Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",Good
11904,s7287,-,-,Legion,Legion,English,2010,100,58.0,"['Horror', 'Action', 'Fantasy']","When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",Average
11912,-,-,s1013,Lemonade Mouth,Lemonade Mouth,English,2011,110,75.0,"['Drama', 'Comedy', 'TV Movie']","After five disparate high school students meet in detention, they realize they have more in common than they think and form a band that becomes a champion for students sidelined by the high school elite.",Good
11925,-,-,s1015,Leroy & Stitch,Leroy & Stitch,English,2006,76,66.0,"['Animation', 'Comedy', 'Family']","Lilo, Stitch, Jumba, and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo, but Lilo realizes her alien friends have places where they belong – and it's finally time to say ""aloha"".",Good
11927,s2121,-,-,Les Misérables,Les Misérables,English,2012,158,73.0,"['History', 'Drama']","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",Good
11940,-,s9318,-,Let There Be Light,Let There Be Light,English,2017,80,62.0,['Drama'],An atheist goes through a near-death experience in an auto accident before converting to Christianity.,Average
11958,s157,-,-,Letters to Juliet,Letters to Juliet,English,2010,105,70.0,"['Comedy', 'Drama', 'Romance']","An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",Good
11983,s7299,-,-,Life After Beth,Life After Beth,English,2014,89,55.0,"['Romance', 'Comedy', 'Horror']","Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...",Average
12044,-,-,s1021,Lilo & Stitch,Lilo & Stitch,English,2002,86,75.0,"['Animation', 'Family']","As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",Good
12045,-,-,s1022,Lilo & Stitch 2: Stitch Has a Glitch,Lilo & Stitch 2 Stitch Has a Glitch,English,2005,70,66.0,"['Animation', 'Family', 'Comedy', 'Science Fiction']","Now, we find the rowdy extraterrestrial getting used to life with his new ʻohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",Good
12055,-,s1853,-,Line of Duty,Line of Duty,English,2019,99,59.0,"['Thriller', 'Crime']","Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try and save her. But to find the girl, Frank will need the help of Ava Brooks, whose live-streaming news channel is broadcasting Frank's every move.",Average
12116,-,s9645,-,Little Miss Sunshine,Little Miss Sunshine,English,2006,103,77.0,"['Comedy', 'Drama']","A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",Good
12120,s7317,-,-,Little Nicky,Little Nicky,English,2000,90,59.0,"['Comedy', 'Fantasy']","After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",Average
12172,s7327,-,-,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",English,1998,108,81.0,"['Comedy', 'Crime']",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,Good
12179,s7329,-,-,Lockout,Lockout,English,2012,95,59.0,"['Action', 'Thriller', 'Science Fiction']","Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",Average
12188,s7331,-,-,Logan's Run,Logan's Run,English,1976,118,66.0,"['Action', 'Science Fiction']","In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option.",Good
12199,-,s7111,-,London,London,English,2006,93,59.0,"['Drama', 'Action', 'Romance']",London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,Average
12216,-,s4350,-,Look Away,Look Away,English,2018,103,65.0,"['Horror', 'Thriller', 'Fantasy']",A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,Good
12254,s2823,-,-,Lost Girls,Lost Girls,English,2020,95,61.0,"['Drama', 'Mystery', 'Thriller', 'History']","When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered prostitutes.",Average
12277,-,s9644,-,Love & Other Drugs,Love & Other Drugs,English,2010,112,70.0,"['Drama', 'Comedy', 'Romance']","Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",Good
12317,s2694,-,-,Love Wedding Repeat,Love Wedding Repeat,English,2020,101,57.0,"['Comedy', 'Romance']","While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day.",Average
12347,s7355,-,-,"Love, Rosie","Love, Rosie",English,2014,103,78.0,"['Comedy', 'Romance']","Since the moment they met at age 5, Rosie and Alex have been best friends, facing the highs and lows of growing up side by side. A fleeting shared moment, one missed opportunity, and the decisions that follow send their lives in completely different directions. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?",Good
12361,s7357,s7358,-,Loving Annabelle,Loving Annabelle,English,2006,77,65.0,"['Drama', 'Romance']","Annabelle is the wise-beyond-her-years newcomer to an exclusive Catholic girls school. Having been expelled from her first two schools she's bound to stir some trouble. Sparks fly though when sexual chemistry appears between her and the Head of her dorm and English teacher, Simone Bradley. Annabelle pursues her relentlessly and until the end the older woman manages to avoid the law.",Good
12376,-,-,s195,Luca,Luca,English,2021,101,79.0,"['Animation', 'Comedy', 'Fantasy', 'Adventure']",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,Good
12429,s623,-,-,Lying and Stealing,Lying and Stealing,English,2019,100,59.0,"['Crime', 'Comedy', 'Drama']","Hoping to leave his criminal lifestyle behind him, a successful art thief teams up with a sexy con woman to pull off the ultimate heist and set himself free.",Average
12447,s2234,-,-,MILF,MILF,French,2018,102,58.0,['Comedy'],"Three childhood friends - Elise, Sonia and Cecile - leave for a summer in the South of France to help clear Cecile’s holiday house before it is put up for sale. There, they soon become the prime targets of three horny young men, for whom these single forty-year-old women are much more attractive than girls their age.",Average
12467,s7366,-,-,Mac & Devin Go to High School,Mac & Devin Go to High School,English,2012,76,64.0,['Comedy'],"A comedy that follows two high school students -- one overachiever struggling to write his valedictorian speech, the other a senior now going on his 15th year of school.",Average
12471,-,s7019,-,Machete,Machete,English,2010,105,63.0,"['Action', 'Comedy', 'Thriller']","After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",Average
12472,s1665,-,-,Machete Kills,Machete Kills,English,2013,108,56.0,"['Action', 'Crime', 'Thriller']",Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,Average
12481,s7368,-,-,Mad Max,Mad Max,English,1979,93,67.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","In the ravaged near future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them. But they underestimate one officer: Max Rockatansky. And when the bikers brutalize Max's best friend and family, they send him into a mad frenzy that leaves him with only one thing left in the world to live for – revenge!",Good
12485,-,s3822,-,Mad Money,Mad Money,English,2008,104,65.0,"['Action', 'Comedy', 'Crime']",Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.,Good
12486,s7370,-,-,Not Known,Not Known,English,2008,99,65.0,"['Action', 'Comedy', 'Crime']",Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.,Good
12494,s936,-,-,Madagascar 3: Europe's Most Wanted,Madagascar 3 Europe's Most Wanted,English,2012,96,66.0,"['Animation', 'Family', 'Comedy', 'Adventure']","Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",Good
12496,s2583,-,-,Madagascar: Escape 2 Africa,Madagascar Escape 2 Africa,English,2008,91,65.0,"['Family', 'Adventure', 'Animation', 'Comedy']","Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",Good
12519,-,s9543,-,Madres,Madres,English,2021,84,60.0,['Horror'],"A Mexican-American couple expecting their first child relocate to a migrant farming community in 1970's California. When the wife begins to experience strange symptoms and terrifying visions, she tries to determine if it's related to a legendary curse or something more nefarious.",Average
12583,s343,-,-,Major Payne,Major Payne,English,1995,97,63.0,"['Adventure', 'Comedy', 'Family']","Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",Average
12601,s1342,-,-,Malcolm & Marie,Malcolm & Marie,English,2021,106,71.0,"['Drama', 'Romance']","As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",Good
12604,-,-,s84,Maleficent,Maleficent,English,2014,99,71.0,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",Good
12605,-,-,s530,Maleficent: Mistress of Evil,Maleficent Mistress of Evil,English,2019,121,73.0,"['Family', 'Fantasy', 'Adventure', 'Action']","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",Good
12641,s7391,-,-,Man of Tai Chi,Man of Tai Chi,English,2013,105,60.0,"['Action', 'Drama']","In Beijing, a young martial artist's skill places him in position to experience opportunities and sacrifices.",Average
12656,-,s1748,-,Mandingo,Mandingo,English,1975,127,67.0,"['Romance', 'Drama']","Warren Maxwell, the owner of a run-down plantation, pressures his son, Hammond, to marry and produce an heir to inherit the plantation. Hammond settles on his own cousin, Blanche, but purchases a sex slave when he returns from the honeymoon. Meanwhile, Warren buys a new Mandingo slave named Mede to breed and to earn money as a prize-fighter.",Good
12701,-,s8117,-,Mara,Mara,English,2018,99,57.0,"['Crime', 'Horror', 'Thriller']","Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie. As Kate digs into the mystery of an ancient demon which kills people in their sleep, she experiences the same petrifying symptoms as all previous victims and spirals through a chilling nightmare to save herself and Sophie before she dares fall asleep again.",Average
12706,s7404,-,-,Marauders,Marauders,English,2016,107,58.0,"['Action', 'Crime', 'Thriller']",An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,Average
12732,-,s1736,-,Mario,Mario,German,2018,124,73.0,"['Drama', 'Romance']",Two young gay soccer players get caught up between the politics of the game and the politics of love.,Good
12758,s3170,-,-,Marriage Story,Marriage Story,English,2019,137,78.0,['Drama'],"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",Good
12764,s162,-,-,Mars Attacks!,Mars Attacks!,English,1996,106,64.0,"['Comedy', 'Fantasy', 'Science Fiction']","A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.",Average
12766,-,-,s595,Mars Needs Moms,Mars Needs Moms,English,2011,91,61.0,"['Adventure', 'Animation', 'Family']","When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",Average
12906,-,s8386,-,Max Payne,Max Payne,English,2008,100,54.0,"['Crime', 'Action', 'Drama', 'Thriller']","A DEA agent whose family was slain as part of a conspiracy, and an assassin out to avenge her sister's death, join forces to solve a series of murders in New York City.",Bad
12918,s1125,-,-,Maximum Risk,Maximum Risk,English,1996,101,56.0,"['Action', 'Thriller']","Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",Average
12943,-,s1701,-,McLintock!,McLintock!,English,1963,127,66.0,"['Western', 'Comedy']","Ageing, wealthy, rancher and self-made man, George Washington McLintock is forced to deal with numerous personal and professional problems. Seemingly everyone wants a piece of his enormous farmstead, including high-ranking government men, McLintock's own sons and nearby Native Americans. As McLintock tries to juggle his various adversaries, his wife—who left him two years previously—suddenly returns. But she isn't interested in George; she wants custody of their daughter.",Good
12957,s1460,-,-,Mean Girls 2,Mean Girls 2,English,2011,98,53.0,['Comedy'],"After a clique of girls makes life difficult, a new student forms a rival group to take control of the school's corridors.",Bad
12989,-,-,s1068,Meet the Robinsons,Meet the Robinsons,English,2007,97,69.0,"['Animation', 'Comedy', 'Family']","Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",Good
12990,-,s9589,-,Meet the Spartans,Meet the Spartans,English,2008,84,40.0,['Comedy'],"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of 13 Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!",Bad
13031,s7443,-,-,Men in Black,Men in Black,English,1997,98,72.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction']","After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",Good
13033,s7444,-,-,Men in Black II,Men in Black II,English,2002,88,64.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction']","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",Average
13120,-,-,s1077,Mickey's Once Upon a Christmas,Mickey's Once Upon a Christmas,English,1999,67,71.0,"['Animation', 'Family', 'Comedy']","Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past.",Good
13124,-,-,s1080,Mickey's Twice Upon a Christmas,Mickey's Twice Upon a Christmas,English,2004,70,70.0,"['Animation', 'Family']","Santa Claus, Mickey Mouse and all his Disney pals star in an original movie about the importance of opening your heart to the true spirit of Christmas. Stubborn old Donald tries in vain to resist the joys of the season, and Mickey and Pluto learn a great lesson about the power of friendship.",Good
13125,-,-,s1073,"Mickey, Donald, Goofy: The Three Musketeers","Mickey, Donald, Goofy The Three Musketeers",English,2004,71,66.0,"['Adventure', 'Animation', 'Comedy', 'Family']","In Disney's take on the Alexander Dumas tale, Mickey Mouse, Donald Duck and Goofy want nothing more than to perform brave deeds on behalf of their queen (Minnie Mouse), but they're stymied by the head Musketeer, Pete. Pete secretly wants to get rid of the queen, so he appoints Mickey and his bumbling friends as guardians to Minnie, thinking such a maneuver will ensure his scheme's success. The score features songs based on familiar classical melodies.",Good
